ID,Built-In (no install),Online (no install),Need to install,Works w/o internet,FREE,Trial,Lifetime License,Subscription,Spare1,Reading,Writing,Exec / Focus,Cognitive,Vision,Braille,Hearing,Physical,Speech/Comm,Training / Therapy,Windows,Macintosh,Chromebook,iPad (iPadOS),iPhone (iOS),Android,(**online - mark all),Works with which OS versions,ID TAG,COMPANY,PRODUCT/FEATURE NAME,DESCRIPTION,VENDOR'S WEBSITE DESC LINK,YOUTUBE VIDEOS,AToD installer (short name),Data-Entry-Person NOTES,INTERNAL NOTES,AUDITOR NOTES
300,,,I,,F,,,,,,,,,,,,,S,,,,,P,,,,,tdtalk,TobiiDynavox,TD Talk,"TD Talk is a text to speech app that helps people to talk just using their fingers. You can express yourself naturally with a selection of voices, and switch between different languages and conversation topics. You can engage actively in conversations with word and phrase prediction, and easy in-sentence editing. ",https://us.tobiidynavox.com/products/td-talk,https://www.youtube.com/watch?v=StW-KmruWf0&t=58s,,"the video is an overview of new features, couldn't find a video on an overview of the whole thing",,
301,,,I,,F,,,,,,,,,V,,,,,,,M,,P,I,A,,"iOS: Requires iOS 13.0 or later.
iPadOS: Requires iPadOS 13.0 or later.
macOS: Requires macOS 11.0 or later and a Mac with Apple M1 chip or later.",seeing_assistant_home,Transition Technologies,Seeing Assistant Home,"Seeing Assistant Home is an app designed to assist users with low vision in their daily activities. Utilizing the device's camera, it offers features such as color recognition, barcode scanning, and object identification. This functionality helps users independently manage tasks by providing audio feedback and detailed descriptions of their surroundings, improving their ability to interact with the world effectively.",https://seeingassistant.tt.com.pl/home/,https://www.youtube.com/watch?v=krdZ_FWK6ig,,,,Website suggests that the app is also avaialble on googleplay. The video in the entry is about scanning barcodes. Please take a look at this one -https://www.youtube.com/watch?v=krdZ_FWK6ig
302,,,I,,F,,,,,R,,,,,,,,,,,M,,,I,A,,"iOS 14.0 or later, macOS 11.0 or later and a Mac with Apple M1 chip or later, Android
5.0 and up",kibo_android,Trestle Labs,Kibo - Android,"Kibo is an Optical Character Recognition app that makes reading accessible, including users who are blind or with low-vision. It converts printed, handwritten, or digital content into audio and supports 60+ languages. Users can scan documents or import images and PDFs for text-to-speech conversion, with options to save, copy, or share the processed text. Kibo also allows customization of the reading experience, including font size, speech rate, and accessibility settings. ",https://play.google.com/store/apps/details?id=com.trestle.labs.kibo&pli=1,https://youtu.be/k0GBmT2GeiY,,,,"1. OCR stands for Optical Character Recognition, if that matters. ✔"
303,,,I,,F,,,,,R,,,,,,,,,,,M,,,I,A,,"iOS 14.0 or later, macOS 11.0 or later and a Mac with Apple M1 chip or later, Android
5.0 and up",kibo_ios,Trestle Labs,Kibo - iOS,"Kibo is an Optical Character Recognition app that makes reading accessible, including users who are blind or with low-vision. It converts printed, handwritten, or digital content into audio and supports 60+ languages. Users can scan documents or import images and PDFs for text-to-speech conversion, with options to save, copy, or share the processed text. Kibo also allows customization of the reading experience, including font size, speech rate, and accessibility settings. ",https://apps.apple.com/us/app/kibo-accessibility-for-all/id6443815443,https://youtu.be/k0GBmT2GeiY,,,,"1. OCR stands for Optical Character Recognition, if that matters. ✔"
304,,,I,,F,,,,,,,,C,V,,,,,,,M,,P,I,A,,"iOS 13.2 or later, iPadOS 13.2 or later, macOS 11.0 or later and a Mac with Apple M1 chip or later, Android
5.0 and up",sullivanplus,TUAT Inc.,Sullivan+,"Sullivan+ is a visual aid app designed to help blind and low vision users by providing information through images captured by a smartphone camera. The app features AI for automatic image analysis, text recognition for reading documents aloud, and face recognition to identify people's age and gender. It also includes tools like image description, color recognition, light brightness detection, and a magnifying glass.",https://www.mysullivan.org/#,https://youtu.be/psW2OxFg6Do,,,,
305,,,I,,F,,,S,,,,,,V,,,,,,,,,P,I,A,,"iOS 9.0 or later, Android 5.1 and up",v7_ltd_aipoly_vision,V7 Ltd,Aipoly Vision,"Aipoly Vision is an object and color recognizer app that helps people with vision loss and color blindness. After pointing the phone at the object of interest and pressing any of the recognition buttons at the bottom of the screen to turn on the artificial intelligence, Aipoly will speak out loud what it sees. Additionally, its main features are that the app can recognize a wide variety of objects at a rate of three times a second through the camera and it can read a text in multiple languages.",https://www.aipoly.com/,https://youtu.be/XMdct-5bERQ?si=uV2tkgeZAFBx6LWR,,,Not available in US - London-Based company,"1. Wrong link. The link heservis.nl takes me to a device service for people with physical disabilities. Nothing about Aipoly. Link should be https://www.aipoly.com/ 
2. App is not available from the United States, but it's a London-based company so supposedly it could be supported in England and maybe EU region. requires verification.
3.These is a premium version Aipoly Premium, For $5 a month or $50 a year, you can unlock thousands of identifiable objects and the ability to read text in any language or alphabet.
4. Not only blind people, but other people who have vision loss can benefit too."
306,,,I,,,,,S,,,,,,,,H,,,,W,M,,P,I,A,,iOS 5 or later,verba_voice,VerbaVoice GmbH,Verba Voice,"The VerbaVoice Webplayer app lets people with hearing difficulties join events by streaming live text and sign language. The spoken content is sent to a sign language interpreter or speech-to-text reporter, who then turns it into text and sign language in real time.",https://www.verbavoice.de,,,"Because of the language, I could not find out if it was free or not. Do not see any videos either on their website or YouTube.",,
307,,,I,,F,,,,,,,,,V,,,,,,,M,,P,I,A,,"iOS 12.0 or later, macOS 11.0 or later, Android 9 or later",color_blind_pal,Vincent Fiorentini,Color Blind Pal,"Color Blind Pal helps people who are color blind see colors around them. It can also provide a look into the world of color blindness for those with regular eyesight. You just have to launch the app, then aim you phone camera at the image you wish to see. You can also use the color filter to make the colors on a color-coded map easier to see if you're having trouble reading it.",https://colorblindpal.com/,https://www.youtube.com/watch?v=Y61OUAhxhjI,,,,
308,,,I,,F,T,,S,,R,,,,,,,,,,,M,,P,I,,,"iOS 17.0 or later, iPadOS 17.0 or later, macOS 14.0 or later and a Mac with Apple M1 chip or later",readbit,Virtual Collaboration Research Inc.,ReadBit Text to Speech Reader,"ReadBit is a text-to-speech app that converts books, PDFs, web articles, and more into audiobooks using natural, lifelike voices in 27 languages. It highlights text word by word for better focus and offers features like customizable speech rates, document scanning, and progress tracking. The app can also summarize content by extracting key insights from lengthy texts and lets users create playlists to listen to their favorite content on the go.",https://www.readbit.app/,https://www.youtube.com/watch?v=lCFxcmoQgwI,,,,
309,,,I,,F,T,L,S,,,,,,V,,,,,,,,,P,I,A,,"iOS 13.0 or later, iPadOS 13.0 or later, Android
6.0 and up",supersense,Virtual Collaboration Research Inc.,Supersense,"Supersense is a scanning app designed to assist people who are blind or have low vision to read text documents and identify objects independently. The app uses AI to detect what the user is scanning and guides camera positioning to ensure accurate results. It can read both short text and longer documents and can scan documents with multiple pages simultaneously. Supersense also recognizes currency, scans barcodes for product details, and identifies objects in the environment. The app supports VoiceOver, and most features work offline.",https://www.supersense.app/,https://www.youtube.com/watch?v=yqk-vdkrEEw,,,,
310,,,I,,,T,L,S,,R,,,,,,,,,,W,M,C,P,I,A,,"iOS 14.0 or later, iPadOS 14.0 or later, watchOS 7.0 or later",voice_dream_reader,Voice Dream LLC,Voice Dream Reader,"Voice Dream Reader uses AI text-to-speech technology to convert various digital and physical text formats into spoken audio. It supports a wide variety of languages and voices, with free and paid options, all functioning offline. This app also allows users to change text size, highlight text, and has a built-in dictionary.   Windows and Macintosh:extension for Chrome/Edge/Firefox/etc.; Chromebook:Chrome extension from the Chrome Web Store; iPad (iPadOS) and iPhone(iOS): Safari web extension;  Android:Firefox browser extension",https://www.voicedream.com/,"https://youtu.be/Nbn5zuJyELU
https://www.youtube.com/watch?v=QUN9fDvd2Sg
https://www.youtube.com/watch?v=1WTcMYc7_HU
https://www.youtube.com/watch?v=Nw5MO4Qq2UQ",,,,
311,,W,I,,,T,,S,BE,,,,,,,,,S,,,,C,,,,O,,voiceitt,Voiceitt,Voiceitt,"Voiceitt is an speech recognition technology designed to understand non-standard speech and help people talk to others and use computers. It learns your unique way of speaking and translates it clearly. You can use it to have conversations, control your smart home, dictate, write emails, and even have personalized live captions during video calls.",https://voiceitt.com/,"https://youtu.be/90JwLwmCwH8?si=SYm75R20cKT3BO39
https://youtu.be/-WpBVt6YLhQ?si=0p-TQ-lhk8mcNQj3
https://youtu.be/GLf0-8wicPQ?si=RISp5jmK9VIXTw4R",,it's a browser extension,,"Consider this is a web app/ extension, it should be avalible on all desktop platforms?

""Voiceitt is an speech recognition technology"" this description is a bit vague. Consider revising into sth like ""speech recognition app""?

The website url presents the tool as a webapp, here's the link to the Chrome extension. https://www.voiceitt.com/chrome 

Considering the difference between the webapp and extension, maybe using two different entries is a better choice?"
312,,,I,,F,,,,,,,,,V,,,,,,W,,,,,,,"Windows 7, 8, 10, and 11",webbIE_accessible_podcatcher,WebbIE,Accessible Podcatcher,"Accessible Podcatcher is a free program that enables blind and screen reader users to listen to podcasts. Users can listen to podcasts, fast forward and rewind them, save particular items to disk, and export and import lists of podcasts to send to other people. Compared to podcasting, podcatching is the process of receiving and listening to other people's podcasts",https://www.webbie.org.uk/accessiblepodcatcher/,N/A,,,There is no YouTube video online.,"I'd change ""use podcasts"" to ""listen to podcasts""."
313,,,I,,F,T,L,,,R,W,,,,,,,,,W,M,C,P,I,A,,,appwriter_wizkids,Wizkids,AppWriter,AppWriter is an assistive technology tool for reading and writing. It includes text to speech as well as word prediction.,https://www.wizkids.co.uk/private/appwriter-private/,https://www.youtube.com/watch?v=xpy9jmsVXsM,,,There's a private license in order to try the tool. I also can't find a youtube video showing how AppWriter works.,"1. Check off IOS, on website it states that the application supports IOS
2. Check off free trial and lisense, there is only a free trial available for 30 days and then you have to buy the private lisense
3. This is a pretty good video (application is mainly for danish speaking individuals) - https://www.youtube.com/watch?v=xpy9jmsVXsM "
314,,,I,,F,,,S,,R,W,,,,,,,,,W,M,,,,,,"Windows Vista, Windows 7, 8 or 10 (desktop)",wordweb_software_wordweb_pro,WordWeb Software,WordWeb Pro Audio Dictionary,"WordWeb Pro is an audio dictionary that can look up words in virtually any program with just one click. There are many features, including adding definitions to the database and importing and exporting custom definitions and glossaries. If users are online, they can also search web references. WordWeb has the option to highlight widely used synonyms and replace a word which is great for helping to write easy-to-understand English.",https://wordweb.info/,https://youtu.be/ot5a8HX79mg?si=aNzGmX48S829Q8QZ,,"Subscription: WordWeb Pro ($1.25/month or $15/yr), WordWeb Pro Bundle ($2.42/month or $29/yr), US Reference Bundle ($4.08/month or $49/yr)","I know the YouTube video is okay, but it was the best one I could find",This tool also works for Mac.
